cons,anio_reg,nombre_estacion,direccion,codigo_postal,ciudad,estado,telefono,latitude,longitude,electrolineras_totales,cargadores_01,tipo_01,potencia_01,cargadores_02,tipo_02,potencia_02,cargadores_03,tipo_03,potencia_03,cargadores_04,tipo_04,potencia_04,cargadores_05,tipo_05,potencia_05
266,2026,Plaza Zapamundi,Avenida Canal de Miramontes 2600-2640 Ciruelos,4830,Coyoacan,Ciudad de Mexico,52 55 5679 4342,19.3211509,-99.1321255,3,3,Tesla D,18,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
267,2026,Presidente InterContinental Polanco,"Campos Eliseos 218, Col. Chapultepec Polanco, Polanco IV Secc",11560,Miguel Hidalgo,Ciudad de Mexico,52 55 5327 7700,19.4194815,-99.1894558,3,3,Tesla D,18,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
268,2026,Qubica Lomas,"Volcan 150, Lomas - Virreyes Lomas de Chapultepec V Secc",11000,Miguel Hidalgo,Ciudad de Mexico,52 55 9131 7237,19.4291485,-99.2072178,3,3,Tesla D,18,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
269,2026,Samara Santa Fe,"Calle Antonio Dovali Jaime, 70 Zedec Santa Fe",1219,Alvaro Obregon,Ciudad de Mexico,52 55 5292 7719,19.3679555,-99.2586375,6,6,Tesla D,18,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
270,2026,Sanborns Barranca del Muerto,"Barranca del Muerto 479, Merced Gomez, Alvaro Obregon, 01600 Ciudad de Mexico, CDMX, Mexico",1600,Alvaro Obregon,Ciudad de Mexico,52 55 5660 2010,19.3658033,-99.2145477,3,3,Tesla D,18,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
271,2026,Sanborns Colonia del Valle,Av de los Insurgentes Sur 882 Colonia Del Valle,3810,Benito Juarez,Ciudad de Mexico,52 55 5523 0185,19.3747857,-99.1781789,3,3,Tesla D,18,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
272,2026,Sanborns Fuentes Brotantes,Av. Insurgentes Sur 3996 La Joya,6170,Cuauhtemoc,Ciudad de Mexico,52 55 5513 1071,19.2877842,-99.174202,3,3,Tesla D,18,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
273,2026,Sanborns Las Aguilas,Calz. de las Aguilas 1350 Col. Puente Colorado,1730,Alvaro Obregon,Ciudad de Mexico,52 55 5635 0659,19.347503,-99.2318821,3,3,Tesla D,18,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
274,2026,Sanborns Masaryk,Hegel 345 Chapultepec Morales,11570,Miguel Hidalgo,Ciudad de Mexico,52 55 5255 2513,19.4316927,-99.1883045,3,3,Tesla D,18,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
275,2026,Sanborns Palmas,Paseo de Las Palmas 781 Lomas de Chapultepec V Secc,11560,Miguel Hidalgo,Ciudad de Mexico,52 55 5202 2926,19.4293676,-99.2168739,3,3,Tesla D,18,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
276,2026,Sanborns San Antonio,Av Insurgentes Sur 688 Col del Valle Nte,3810,Benito Juarez,Ciudad de Mexico,52 55 23 01 85,19.3941246,-99.1720392,3,3,Tesla D,18,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
277,2026,Sanborns Tacubaya,Jose Vasconcelos 106 San Miguel Chapultepec,11850,Miguel Hidalgo,Ciudad de Mexico,52 55 2614 2287,19.410022,-99.1838555,3,3,Tesla D,11,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
278,2026,Sanborns Taxquena,Av. Miguel Angel de Quevedo 1030 Parque San Andres,4040,Coyoacan,Ciudad de Mexico,52 55 5544 1154,19.3431982,-99.1495058,3,3,Tesla D,18,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
279,2026,Sanborns Villa de Cortes,Calzada de Tlalpan 744 La Moderna,3150,Benito Juarez,Ciudad de Mexico,52 55 5579 7229,19.3920347,-99.137746,3,3,Tesla D,18,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
280,2026,Sanborns Xochimilco,Guadalupe I. Ramirez 318 Tepepan San Marcos,16050,Xochimilco,Ciudad de Mexico,52 55 5641 0058,19.2653963,-99.1144826,3,3,Tesla D,18,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
281,2026,Sanborns Xola,Avenida Xola 1856 Narvarte,3020,Benito Juarez,Ciudad de Mexico,52 55 5538 0625,19.3955364,-99.1470319,3,3,Tesla D,18,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
282,2026,Santa Fe Hills,Av. Vasco de Quiroga 4299 Loma de San Pedro,5370,Cuajimalpa de Morelos,Ciudad de Mexico,52 55 2489 6000,19.3570742,-99.2842756,3,3,Tesla D,18,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
283,2026,Sheraton Four Points Roma CDMX,"Av. Alvaro Obregon 38, Roma Nte",6700,Cuauhtemoc,Ciudad de Mexico,52 55 1085 9500,19.4185977,-99.1564476,3,3,Tesla D,8,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
284,2026,Sheraton Mexico City Maria Isabel,325 Paseo de la Reforma Juarez,6500,Cuauhtemoc,Ciudad de Mexico,52 55 5242 5555,19.4284967,-99.1675565,3,3,Tesla D,8,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
285,2026,Sheraton Santa Fe Mexico City,200 Guillermo Gonzalez Camarena,1210,Alvaro Obregon,Ciudad de Mexico,52 55 5258 8500,19.3683922,-99.2614549,3,3,Tesla D,9,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
286,2026,Sir Winston Churchills,"Perif. Blvd. Manuel Avila Camacho 67 Polanco, Lomas de Chapultepec III Secc",11560,Miguel Hidalgo,Ciudad de Mexico,52 55 5280 6070,19.4308275,-99.2064546,3,3,Tesla D,18,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
287,2026,St. Regis Mexico City,439 Paseo de la Reforma,6500,Cuauhtemoc,Ciudad de Mexico,52 55 5228 1818,19.4256427,-99.172342,2,2,Tesla D,8,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
288,2026,Terraza Pedregal,Anillo Perif. Blvd. Adolfo Lopez Mateos 4132 Jardines del Pedregal,1900,Alvaro Obregon,Ciudad de Mexico,52 55 5135 6951,19.3068843,-99.2094593,3,3,Tesla D,18,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
289,2026,Torre Carso Palmas,Av. Paseo de las Palmas 781 Lomas de Chapultepec V Secc,11560,Miguel Hidalgo,Ciudad de Mexico,sin dato,19.4293676,-99.2168739,3,3,Tesla D,18,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
290,2026,Torre Optima,Paseo de las Palmas 405 Lomas de Chapultepec V Secc,11000,Miguel Hidalgo,Ciudad de Mexico,52 55 5520 1771,19.4301698,-99.2113165,3,3,Tesla D,18,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
291,2026,Torre Optima 3,Av. Paseo de las Palmas 425 Lomas de Chapultepec V Secc,11000,Miguel Hidalgo,Ciudad de Mexico,52 55 5520 1771,19.4302247,-99.2117562,3,3,Tesla D,18,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
292,2026,Torre Optima II,Avenida de las Palmas 275 Lomas de Chapultepec V Secc,11000,Miguel Hidalgo,Ciudad de Mexico,52 55 5520 1771,19.4303924,-99.2108256,3,3,Tesla D,18,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
293,2026,Torre Reforma,Paseo de La Reforma 483,6500,Cuauhtemoc,Ciudad de Mexico,52 55 91563500,19.4246694,-99.1742885,3,3,Tesla D,16,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
294,2026,Torre Reforma 115,Paseo de La Reforma 115 Lomas de Chapultepec V Secc,11000,Miguel Hidalgo,Ciudad de Mexico,52 55 5540 1115,19.4277281,-99.2035647,3,3,Tesla D,18,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
295,2026,Total - Consulado,Av. Rio Consulado 2884 Pensador Mexicano,15510,Venustiano Carranza,Ciudad de Mexico,52 1 33 2389 9487,19.4432643,-99.0857264,2,2,Tesla D,13,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
296,2026,Walmart Miramontes,Av. H. Escuela Naval Militar 753 Cipreses,4890,Coyoacan,Ciudad de Mexico,52 55 5447 1400,19.3177347,-99.1254447,3,3,Tesla D,18,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
297,2026,Walmart Plateros,Blvd. Adolfo Lopez Mateos 1701 Lomas de Plateros,1480,Alvaro Obregon,Ciudad de Mexico,52 01 800 710 6352,19.3695982,-99.1937125,3,3,Tesla D,18,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
298,2026,"Mexico City South, CDMX","4690 Anillo Perif., Insurgentes Cuicuilco",4500,Coyoacan,Ciudad de Mexico,01 800 228 8145,19.304584,-99.1905974,8,8,Tesla SC,250,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
299,2026,300 Av. Division del Nte,1139 Viaducto 03100,3100,Benito Juarez,Ciudad de Mexico,sin dato,19.4070102,-99.1069995,4,2,SAEJ1772,7,1,Chademo - CCS1,50,1,CCS2,50,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
300,2026,Audi Insurgentes,1574 Avenida Insurgentes Sur 03940,3940,Benito Juarez,Ciudad de Mexico,sin dato,19.365168,-99.181522,1,1,CCS2,50,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
301,2026,Audi Pedregal,3539 Periferico Sur 10400,10400,La Magdalena Contreras,Ciudad de Mexico,sin dato,19.3188642,-99.2219251,1,1,CCS2,50,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
302,2026,Av. Paseo de la Reforma 342,20 Lancaster 06600,6600,Benito Juarez,Ciudad de Mexico,sin dato,19.4258073,-99.1676223,1,1,SAE J1772,7,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
303,2026,Bosques de Chapultepec,1 Kiosko 11100,11100,Miguel Hidalgo,Ciudad de Mexico,sin dato,19.4191284,-99.1984455,1,1,SAEJ1772,7,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
304,2026,BYD Vallejo,1109 Calzada Vallejo 07750,7750,Gustavo A. Madero,Ciudad de Mexico,sin dato,19.5006542,-99.155934,1,1,GB/T AC,7,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
305,2026,Cafeteria Tlacotalpan,12 Cerrada pie de la loma 14420,14420,Tlalpan,Ciudad de Mexico,sin dato,19.2765034,-99.1804192,1,1,SAEJ1772,7,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
306,2026,carga de CDMX FORO SOL,2319 Circuito Interior Avenida Rio Churubusco 08000,8000,Iztacalco,Ciudad de Mexico,sin dato,19.393994,-99.0988,1,1,SAEJ1772,7,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
307,2026,Cargador Blink BYD,4690 Anillo periferico sur 04500,4500,Miguel Hidalgo,Ciudad de Mexico,sin dato,19.3027239,-99.1962229,1,1,SAE J1772,7,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
308,2026,CDMX,2 Calle Nino Jesus 14080,14080,Tlalpan,Ciudad de Mexico,sin dato,19.2881298,-99.1606134,1,1,SAEJ1772,7,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
309,2026,Centro Escolar Cedros,85 Vito Alessio Robles 01030,1030,Alvaro Obregon,Ciudad de Mexico,sin dato,19.3510307,-99.1833835,2,2,SAEJ1772,7,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
310,2026,Centro Libanes Glaciar,Calle Glaciar 01780,1780,Alvaro Obregon,Ciudad de Mexico,sin dato,19.3369732,-99.2244248,2,2,SAEJ1772,7,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
311,2026,CFE,938 Avenida Horacio 11550,11550,Miguel Hidalgo,Ciudad de Mexico,sin dato,19.4333717,-99.1966047,3,1,Chademo - CCS1,50,1,CCS2,50,1,SAE J1772,7,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
312,2026,CFE,33 Orizaba 06700,6700,Tlalpan,Ciudad de Mexico,sin dato,19.4230072,-99.1607482,1,1,SAE J1772,7,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
313,2026,CFE CDMX,4250 Eje Vial 2 Oriente (Heroica Escuela Naval Militar 04840,4840,Coyoacan,Ciudad de Mexico,sin dato,19.3189732,-99.1245517,1,1,SAEJ1772,7,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
314,2026,CFE Marina,350C Avenida Marina Nacional 11320,11320,Miguel Hidalgo,Ciudad de Mexico,sin dato,19.4390943,-99.1739496,1,1,SAEJ1772,7,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
315,2026,Charco de las Ranas,3282 Periferico Boulevard Adolfo Ruiz Cortines 01900,1900,Alvaro Obregon,Ciudad de Mexico,sin dato,19.3169198,-99.220954,3,1,CCS2,50,1,SAEJ1772,7,1,SAEJ1772,7,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
316,2026,Downtown Mexico,438 Avenida Santa Fe 05300,5300,Cuajimalpa de Morelos,Ciudad de Mexico,sin dato,19.3613365,-99.2666477,1,1,Tesla SC,150,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
317,2026,EDRIVE,2615 Calzada de Tlalpan 04610,4610,Coyoacan,Ciudad de Mexico,sin dato,19.3250264,-99.1389211,1,1,SAEJ1772,7,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
318,2026,Estacionamiento Central,145 Avenida Magdalena 03103,3103,Benito Juarez,Ciudad de Mexico,sin dato,19.3941747,-99.1713028,1,1,SAEJ1772,7,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
319,2026,EVERGO Mexico,208 Calle 10 09070,9070,Iztapalapa,Ciudad de Mexico,sin dato,19.3669881,-99.1045901,1,1,SAEJ1772,7,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
320,2026,Filadelfia,160 Filadelfia 03810,3810,Benito Juarez,Ciudad de Mexico,sin dato,19.3938343,-99.1786421,3,1,Chademo - CCS1,50,1,CCS2,50,1,SAE J1772,7,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
321,2026,Garden Santa Fe,1502 Calle Guillermo Gonzalez Camarena 01376,1376,Alvaro Obregon,Ciudad de Mexico,sin dato,19.365706,-99.2642286,2,2,SAEJ1772,7,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
322,2026,JLR Mexico,1745 1745 05110,5110,Cuajimalpa de Morelos,Ciudad de Mexico,sin dato,19.3855089,-99.250151,1,1,CCS1,50,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
323,2026,Mega Soriana Mixcoac,766 Viaducto Viaducto (Miguel Aleman 03730,3730,Benito Juarez,Ciudad de Mexico,sin dato,19.3996188,-99.1698417,2,2,SAEJ1772,7,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
324,2026,Monumento a la Revolucion,48 Plaza de la Republica 06030,6030,Cuauhtemoc,Ciudad de Mexico,sin dato,19.4362435,-99.1545815,1,1,SAEJ1772,7,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
325,2026,Parque Mexico,159 Avenida Sonora 06100,6100,Cuauhtemoc,Ciudad de Mexico,sin dato,19.4140873,-99.1689602,1,1,SAEJ1772,7,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
326,2026,Pensilvania,182 Calle Pensilvania 03810,3810,Benito Juarez,Ciudad de Mexico,sin dato,19.3885816,-99.1776367,5,2,SAE J1772,7,sin dato,sin dato,sin dato,1,Chademo - CCS1,50,1,GB/T AC,7,1,CCS2,50
327,2026,Periferico Boulevard Manuel Avila Camacho 261,261 Periferico Boulevard Manuel avila Camacho 11500,11500,Miguel Hidalgo,Ciudad de Mexico,sin dato,19.4671365,-99.2256037,1,1,SAEJ1772,7,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
328,2026,Renault Universidad,1629 Eje Vial 2 Poniente 03104,3104,Benito Juarez,Ciudad de Mexico,sin dato,19.3680367,-99.168859,1,1,SAEJ1772,7,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
329,2026,Sanborns Mocel,18 Calle Gobernador Ignacio Esteva 11850,11850,Miguel Hidalgo,Ciudad de Mexico,sin dato,19.4113238,-99.1880444,3,2,Tesla SC,120,1,SAE J1772,7,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
330,2026,Senado,SNS SNS 06030,6030,Cuauhtemoc,Ciudad de Mexico,sin dato,23.634501,-102.552784,1,1,SAEJ1772,7,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
331,2026,"Supercharger Santa Fe, Mexico",111 Vasco de Quiroga 01219,1219,Cuajimalpa de Morelos,Ciudad de Mexico,sin dato,19.3770938,-99.2533962,8,8,Tesla SC,120,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
332,2026,Torre Manacar,59 Asturias 03920,3920,Benito Juarez,Ciudad de Mexico,sin dato,19.3692658,-99.1811675,4,3,Tesla D,11.5,1,SAEJ1772,7,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
333,2026,AC Hotel by Marriott Santa Fe,"Juan Salvador Agraz 130, Lomas de Santa Fe, Contadero, 05348 Ciudad de Mexico, CDMX, Mexico",6300,Cuauhtemoc,Ciudad de Mexico,sin dato,19.3583033,-99.2769755,3,2,Tesla D,11.5,1,SAEJ1772,7,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
334,2026,Agencia Chevrolet Los Mochis,"Av. Independencianumero 1221 Pte. Col. Centro, CP: 81245 Los Mochis, Sin., Mexico",6050,Cuauhtemoc,Ciudad de Mexico,52 668 818 2000,25.7945809,-109.0038054,3,2,CCS1,50,1,SAEJ1772,7,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
335,2026,Aleph San Angel,"Av. Insurgentes Sur No.2475, Tizapan San angel, San angel, Alvaro Obregon, 01090 Ciudad de Mexico, CDMX",1090,Alvaro Obregon,Ciudad de Mexico,sin dato,19.3397549,-99.1911678,4,4,SAEJ1772,7,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
336,2026,Amores Y Rodrigez Saro,"03100, Rodriguez Saro 575, Col del Valle Centro, Benito Juarez, Ciudad de Mexico, CDMX",3100,Benito Juarez,Ciudad de Mexico,sin dato,19.3646507,-99.1714246,1,1,SAE J1772,7,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
337,2026,Aparcamiento en la calle / Carga,"Jose Maria Pino Suarez 2, Centro Historico, Centro, 06000 Ciudad de Mexico, D.F., Mexico",6060,Cuauhtemoc,Ciudad de Mexico,sin dato,19.4311644,-99.1320151,1,1,SAEJ1772,7,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
338,2026,Arrevs EV Charger,Blvd Malaquita 712A,1700,Alvaro Obregon,Ciudad de Mexico,52 962 471 5269,21.1564161,-101.7330492,1,1,SAEJ1772,7,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
339,2026,Artz Pedregal,"Anillo Perif. 3720, Jardines del Pedregal, Alvaro Obregon, 01900 Ciudad de Mexico, CDMX, Mexico",1900,Alvaro Obregon,Ciudad de Mexico,sin dato,19.3136515,-99.2193465,2,2,SAE J1772,7,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
340,2026,Artz Pedregal,"Periferico Sur 3720, Jardines del Pedregal, Alvaro Obregon, 01900 Ciudad de Mexico, CDMX, Mexico",1900,Alvaro Obregon,Ciudad de Mexico,sin dato,19.3147738,-99.2204146,6,2,SAE J1772,7,2,CCS1,50,1,Chademo - CCS1,50,1,GB/T AC,7,sin dato,sin dato,sin dato
341,2026,Asociacion Sindical de Pilotos Aviadores de Mexico,"Fundidora Monterrey 103A, 15520 CDMX, MX",15520,Venustiano Carranza,Ciudad de Mexico,sin dato,19.4356084,-99.0846235,1,1,SAE J1772,7,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
