cons,anio_reg,nombre_estacion,direccion,codigo_postal,ciudad,estado,telefono,latitude,longitude,electrolineras_totales,cargadores_01,tipo_01,potencia_01,cargadores_02,tipo_02,potencia_02,cargadores_03,tipo_03,potencia_03,cargadores_04,tipo_04,potencia_04,cargadores_05,tipo_05,potencia_05
1142,2026,Plaza Las Americas Morelia,"Av. Lic. Enrique Ramirez Miguel 670, Chapultepec Oriente, 58260 Morelia, Michoacan, Mexico",58260,Morelia,Michoacan,sin dato,19.68908,-101.1592604,2,2,Tesla D,11.5,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
1143,2026,Red Viacorta,"X6CRQ7, Centro, 58570 Panindicuaro, Mich, Mexico",58570,Panindicuaro,Michoacan,sin dato,19.9823608,-101.7552333,2,2,CCS1,50,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
1144,2026,Suecia Car Morelia,"Perif. Paseo de la Republicanumero 3169, Las Americas, 58270 Morelia, Mich., Mexico",58210,Morelia,Michoacan,52 443 113 3300,19.6892862,-101.1518708,3,3,SAEJ1772,7,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
1145,2026,Universidad Michoacana de San Nicolas de Hidalgo,"Gral. Francisco J. Mugica S/N, Ciudad Universitaria, 58030 Morelia, Mich.",58030,Morelia,Michoacan,sin dato,19.6877224,-101.2016917,2,2,SAE J1772,7,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
1146,2026,Nissan NISTEC,"Carr. Mexico-toluca Km. 57.3 Ap 148-a, , EM, 59000",59000,Sahuayo,Michoacan,sin dato,20.0596983,-102.7235671,1,1,SAEJ1772,7,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
1147,2026,"Morelia, Mexico Supercharger","58927 Alvaro Obregon, Morelia, MI, 58920",58927,Alvaro Obregon,Michoacan,1 877-798-3752,19.8363109,-101.0174458,4,4,Tesla SC,Level 3,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
1148,2026,Nissan Apatzingan,"665 Av. 22 de octubre No., Apatzingan, MI, 60699",60699,Apatzingan,Michoacan,sin dato,19.0738606,-102.3469692,1,1,SAEJ1772,7,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
1149,2026,Nissan La Piedad,"1500 Blvd. Lazaro Cardenas No., La Piedad, MI, 59375",59375,La Piedad,Michoacan,sin dato,20.3509722,-102.0429662,1,1,SAEJ1772,7,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
1150,2026,Nissan Lazaro Cardenas,"Av. Morelos No. 13 Esq. Dr. Miguel Silva, Lazaro Cardenas, MI, 60950",60950,Lazaro Cardenas,Michoacan,sin dato,17.960634,-102.2044153,1,1,SAEJ1772,7,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
1151,2026,Nissan Morelia Acueducto,"3835 Av. Acueducto No., Morelia, MI, 58256",58256,Morelia,Michoacan,sin dato,19.6951189,-101.1480359,1,1,SAEJ1772,7,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
1152,2026,Nissan Morelia Chapultepec,"Av. Lazaro Cardenasnumero 2173, Morelia, MI, 58260",58260,Morelia,Michoacan,sin dato,19.6938672,-101.1739022,1,1,SAEJ1772,7,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
1153,2026,Nissan Morelia Madero,"1613 Av. Madero Pte., Morelia, MI, 58150",58150,Morelia,Michoacan,sin dato,19.70219,-101.2114731,1,1,SAEJ1772,7,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
1154,2026,Nissan Uruapan,"2957 Paseo de la Revolucion, Uruapan, MI, 60180",60180,Uruapan,Michoacan,sin dato,19.3892422,-102.0584103,1,1,SAEJ1772,7,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
1155,2026,Nissan Zitacuaro,"Km. 93 Carr. Toluca - Zitacuaro, Zitacuaro, MI, 61500",61500,Zitacuaro,Michoacan,sin dato,19.4864958,-100.4100696,1,1,SAEJ1772,7,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
1156,2026,Universidad de Michoacan,"Gral. Francisco J. Mugica S/N, Morelia, MI, 58030",58030,Morelia,Michoacan,sin dato,19.692066,-101.210457,1,1,SAEJ1772,7,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
1157,2026,100% Natural - Cuernavaca,Diana 14 Delicias,62330,Cuernavaca,Morelos,52 777 322 1364,18.9360985,-99.2015946,3,3,Tesla D,18,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
1158,2026,"Anticavilla Restaurant, Hotel & SPA","Rio Amacuzacnumero 10, esquina Chilpancingo Colonia Vista Hermosa",62290,Cuernavaca,Morelos,52 777 313 3131,17.5770597,-99.5103682,3,3,Tesla D,18,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
1159,2026,Averanda Cuernavaca,Cuernavaca - Ciudad de Mexico Villas del Lago,62374,Cuernavaca,Morelos,52 777 171 5745,18.9334147,-99.1947509,12,12,Tesla D,16,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
1160,2026,Carlitos Grill and Garden,Av. Domingo Diez 711 Lomas de la Selva,62250,Cuernavaca,Morelos,52 777 311 2064,18.9534278,-99.2362219,3,3,Tesla D,18,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
1161,2026,Centro Comercial Lomas de Cocoyoc,Boulevard Lomas de Cocoyoc No 1 Bis Lomas de Cocoyoc,62847,Atlatlahucan,Morelos,52 735 356 0835,18.9221015,-98.9474235,3,3,Tesla D,18,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
1162,2026,Centro Novatec,Lomas de Cocoyoc Atlatlahucan,62738,Yautepec,Morelos,52 735 356 0835,18.9179319,-98.9353614,3,3,Tesla D,18,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
1163,2026,Club Campestre Lomas de Cocoyoc,"Club Campestre Cocoyoc Col Tizapan, San Angel",62840,Atlatlahucan,Morelos,52 55 2661 0943,19.337266,-99.1995969,3,3,Tesla D,18,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
1164,2026,Fiesta Americana Hacienda San Antonio El Puente,Reforma 2 Fracc. Real del Puente,62790,Xochitepec,Morelos,52 777 362 0770,18.7940989,-99.2295184,3,3,Tesla D,18,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
1165,2026,Fiesta Inn Cuernavaca,Carretera Mexico - Acapulco Km. 88 S/N Delicias,62330,Cuernavaca,Morelos,52 777 100 8200,28.1871201,-105.4595306,3,3,Tesla D,18,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
1166,2026,Hosteria las Quintas,"Av. Gustavo Diaz Ordaz, 9 Colonia Cantarranas",62448,Cuernavaca,Morelos,52 777 318 3949,18.9188612,-99.2174257,3,3,Tesla D,18,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
1167,2026,Hotel Hacienda Cocoyoc,Carretera Federal Cuernavaca- Cuautla Km 32.5 Cocoyoc Centro,62736,Yautepec,Morelos,52 735 356 2211,19.0957621,-99.2105896,3,3,Tesla D,18,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
1168,2026,Hotel Villa Bejar Cuernavaca,Av. Domingo Diez 2350 Chamilpa,62210,Cuernavaca,Morelos,52 777 101 0000,18.9658419,-99.2394066,3,3,Tesla D,18,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
1169,2026,Hotel Villa Bejar Tequesquitengo,Blvr Tequesquitengo esq Lomas Tropicales,62915,Jojutla,Morelos,52 777 101 0000,18.6376682,-99.2709633,3,3,Tesla D,18,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
1170,2026,Jardines de Mexico,Km 129 Carretera Mexico-Acapulco 95D Jojutla,62908,Jojutla,Morelos,52 777 333 0141,18.6144195,-99.1781178,6,6,Tesla D,16,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
1171,2026,Los Cochinitos Cuernavaca,"Carretera Mexico-Acapulco Km. 88,400 Delicias",62330,Cuernavaca,Morelos,52 777 100 0304,28.1871201,-105.4595306,3,3,Tesla D,11,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
1172,2026,"Cuernavaca, MOR",Km. 87.5 Tulipan Hawaiano,62370,Cuernavaca,Morelos,01 800 228 8145,18.934319,-99.1929228,6,6,Tesla SC,150,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
1173,2026,Electronity - Hacienda Venta del cielo Tepoztlan,20 Ignacio Bastida 62525,62525,Tepoztlan,Morelos,sin dato,18.979683,-99.036653,1,1,SAEJ1772,7,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
1174,2026,Electronity - Marina del Sol Tequesquitengo,320 Paraiso 62915,62915,Jojutla,Morelos,sin dato,18.6085089,-99.2617965,1,1,SAEJ1772,7,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
1175,2026,Electronity - Tec de Monterrey Campus Cuernavaca,"Carretera Mexico 95D km 104, en la zona de Real del Puente, en el codigo postal 62790",62790,Xochitepec,Morelos,sin dato,18.8066793,-99.2214075,1,1,SAEJ1772,7,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
1176,2026,alternEV engineering,Blvd Jose Maria Morelos 2801-A,62220,Cuernavaca,Morelos,52 477 589 2899,21.1458745,-101.6330897,1,1,SAEJ1772,7,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
1177,2026,Audi Center Cuernavaca,"Av Rio Mayo 1334, Vista Hermosa, 62290 Cuernavaca, Mor., Mexico",62290,Cuernavaca,Morelos,sin dato,18.9341259,-99.2071838,3,3,CCS1,50,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
1178,2026,Auto Hotel Ziluet,"Autopista Cuernavaca-Acapulco, 62490‎ Cuernavaca‎ MOR, Mexico",62490,Cuernavaca,Morelos,sin dato,18.8990317,-99.2244024,2,2,Wall,11.5,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
1179,2026,BMW Farrera Peninsula Cancun,"Av. Tulum 9, 62900 Cancun, MX",62900,Jojutla,Morelos,sin dato,21.1620615,-86.8261426,1,1,SAE J1772,7,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
1180,2026,BMW Rio Mayo,"Av Rio Mayo 506, Vista Hermosa, 62290 Cuernavaca, Mor., Mexico",62290,Cuernavaca,Morelos,52 777 315 2727,18.9341585,-99.2120159,1,1,SAE J1772,7,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
1181,2026,Bodega Aurrera Temixco,"Calle Emiliano Zapata 85, Acatlipa Centro, 62580 Temixco, Mor., Mexico",62580,Temixco,Morelos,sin dato,18.8322242,-99.225869,2,1,SAEJ1772,7,1,CCS1,50,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
1182,2026,Bugambilia Plaza Cuernavaca,"Rio Balsas 102, Vista Hermosa, 62270 Cuernavaca, Mor., Mexico",62270,Cuernavaca,Morelos,sin dato,18.933393,-99.2292936,6,6,SAEJ1772,7,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
1183,2026,Camino Real Sumiya Cuernavaca,"Sumiya Garden, Electricistas, Los Pinos Jiutepec, 62563 Jiutepec, Mor., Mexico",62563,Jiutepec,Morelos,sin dato,18.8926153,-99.1933232,1,1,Tesla D,11.5,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
1184,2026,Casa Fernanda,"De Nino Artillero 20, San Jose, 62520 Tepoztlan, Mor., Mexico",62520,Tepoztlan,Morelos,sin dato,18.9826343,-99.0968987,1,1,SAE J1772,7,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
1185,2026,Cielito Querido,"Calle San Cristobal 1 San Cristobal 62253 Cuernavaca, Mor. Mexico",62230,Cuernavaca,Morelos,sin dato,18.9531065,-99.2358104,1,1,Chademo - CCS1,50,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
1186,2026,Club de Golf Los Tabachines,"Autopista Mexico-Acapulco, Paseo de Los Tabachines 60, Los Tabachines, 62498, Cuernavaca, Morelos.",62498,Cuernavaca,Morelos,52 777 362 0550,18.8930128,-99.2173409,1,1,Wall,11.5,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
1187,2026,Cuernavaca Automotriz,"807 Avenida Emiliano Zapata, Cuernavaca 62130, Mexico",62130,Cuernavaca,Morelos,sin dato,18.9557707,-99.245864,1,1,SAE J1772,7,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
1188,2026,Electronity - Brother’s Prime Cuerna,"Av. Plan de Ayala 426, Amatitlan, 62410 Cuernavaca, Mor.",62410,Cuernavaca,Morelos,52 777 312 5280,18.9250234,-99.2260129,1,1,SAEJ1772,7,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
1189,2026,Electronity - Club Deportivo Felinos,"C Nueva Francia 412, Lomas de Cortes, 62240 Cuernavaca, Mor, Mexico",62293,Cuernavaca,Morelos,52 777 551 2771,18.9488329,-99.2193169,1,1,SAEJ1772,7,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
1190,2026,Estacion Edward Regalado,Jose Maria Morelos 17B,62830,Totolapan,Morelos,sin dato,19.3947929,-99.042961,1,1,SAEJ1772,7,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
1191,2026,Evergo en gasolinera,"Cuautla - Izucar de Matamoros 210, 62975 Los Limones, Mor., Mexico",62975,Jantetelco,Morelos,sin dato,18.7371866,-98.8238823,1,1,CCS1,50,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
1192,2026,Fiesta Americana Hacienda San Antonio El Puente,"Reforma 2 Fracc. Real del Puente, Xochitepec, Morelos, Mexico, 62790",23817,Xochitepec,Morelos,sin dato,18.7940989,-99.2295184,2,2,Tesla D,11.5,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
1193,2026,Fiesta Inn Cuernavaca,"Carretera Mexico - Acapulco Km. 88 S/N Delicias, Cuernavaca, Morelos, Mexico, 62330",62360,Cuernavaca,Morelos,sin dato,18.9352212,-99.1972604,2,2,Tesla D,11.5,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
1194,2026,Fiesta Inn Cuernavaca,"Mexico-Acapulco 43, Delicias, 62345 Cuernavaca, Mor., Mexico",62345,Cuernavaca,Morelos,sin dato,18.9331241,-99.1998067,3,1,SAEJ1772,7,2,Tesla D,11.5,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
1195,2026,Galerias Cuernavaca,"62388‎ Cuernavaca‎ MOR, Mexico",62388,Cuernavaca,Morelos,sin dato,18.9344598,-99.1885208,5,5,Tesla D,11.5,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
1196,2026,Hosteria las Quintas,"Blvd. Gustavo Diaz Ordaz 9, Cantarranas, 62448 Cuernavaca, Mor., Mexico",62450,Cuernavaca,Morelos,sin dato,18.9188612,-99.2174257,2,2,Tesla D,11.5,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
1197,2026,Hotel Hacienda Cocoyoc,"Carretera Federal Cuernavaca- Cuautla Km 32.5 Cocoyoc Centro, Yautepec, Morelos, Mexico, 62736",62736,Yautepec,Morelos,sin dato,18.8825967,-98.9832703,2,2,Tesla D,11.5,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
1198,2026,JAC Cuernavaca,"Av Paseo del Conquistador 215, Los Faroles, 62230 Cuernavaca, Mor., Mexico",62230,Cuernavaca,Morelos,52 777 358 1111,18.9571274,-99.2355128,1,1,GB/T AC,7,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
1199,2026,Jardines de Mexico,"Autopista Mexico - Acapulco km 129, Tehiuxtla, 62900 Tehiuxtla, MOR, Mexico",62900,Jojutla,Morelos,52 777 333 0141,18.5594617,-99.2714164,10,6,SAEJ1772,7,4,Tesla D,11.5,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
1200,2026,Los Cochinitos Cuernavaca,"Carretera Mexico-Acapulco Km. 88,400 Delicias, Cuernavaca, Morelos, Mexico, 62330",62330,Cuernavaca,Morelos,sin dato,18.9344651,-99.1979268,3,2,Tesla D,11.5,1,SAEJ1772,7,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
1201,2026,Marina Del Sol,"Paraiso 320, 62915 Tequesquitengo, Mor, Mexico",62915,Jojutla,Morelos,52 734 347 0006,18.6085089,-99.2617965,1,1,SAE J1772,7,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
1202,2026,MG Cuernavaca,"Av Rio Mayo 1408, Vista Hermosa, 62290 Cuernavaca, Mor.",62290,Cuernavaca,Morelos,sin dato,18.9344091,-99.2061681,1,1,SAE J1772,7,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
1203,2026,Nisan Cuautla,"Av Reforma 786, Los Mangos, 62746 Cuautla, Mor., Mexico",62746,Cuautla,Morelos,sin dato,18.832635,-98.9437556,1,1,SAEJ1772,7,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
1204,2026,Nissan Iragorri,"Autopista Cuernavaca-Acapulco, 62070‎ Cuernavaca‎ MOR, Mexico",62070,Cuernavaca,Morelos,sin dato,18.8924862,-99.2273354,1,1,SAEJ1772,7,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
1205,2026,Nissan kwanto,"Carr. Federal Alpuyeca - Jojutla s/n, San Nicolas Galeana, Mor., Mexico",62785,Zacatepec,Morelos,sin dato,18.6380083,-99.2119185,1,1,SAEJ1772,7,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
1206,2026,Nissan Nagoya Cuernavaca,"Av. Domingo Diez 1101, Lomas de la Selva, 62250 Cuernavaca, Mor., Mexico",62250,Cuernavaca,Morelos,sin dato,18.9520331,-99.2362213,1,1,SAE J1772,7,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
1207,2026,Plaza RM 601,"Avenida Rio Mayo 601, Vista Hermosa, 62290 Cuernavaca, Mor.",62290,Cuernavaca,Morelos,sin dato,18.9339485,-99.2200658,1,1,SAE J1772,7,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
1208,2026,Posada del Tepozteco,"Paraiso 3, San Miguel, 62520 Tepoztlan, Mor., Mexico",62520,Tepoztlan,Morelos,sin dato,18.9860515,-99.1028826,1,1,SAEJ1772,7,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
1209,2026,Renova Labs,"Del Rosal 8, Bugambilias, 62577 Jiutepec, Mor., Mexico",62577,Jiutepec,Morelos,52 55 4785 2656,18.910833,-99.1879538,1,1,SAEJ1772,7,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
1210,2026,San Gaspar,"C. Otilio Montano 7, 62555 Cliserio Alanis, Mor., Mexico",62555,Jiutepec,Morelos,sin dato,18.8610506,-99.1599872,2,1,SAEJ1772,7,1,Tesla D,11.5,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
1211,2026,SEV CUERNAVACA,"Rio Panuco 1108, Vista Hermosa, Cuernavaca, Morelos",62290,Cuernavaca,Morelos,52 777 316 8658,18.9343771,-99.2070053,1,1,GB/T AC,7,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
1212,2026,Soriana,"Jose Maria Morelos 153, Bondies, 62050 Cuernavaca, Mor., Mexico",62059,Cuernavaca,Morelos,sin dato,18.9044233,-99.2322284,2,1,Chademo - CCS1,50,1,CCS1,50,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
1213,2026,Villa Bejar Cuernavaca,"Av. Domingo Diez 8, Chamilpa, 62210 Cuernavaca, Mor., Mexico",62233,Cuernavaca,Morelos,sin dato,18.9665363,-99.2396863,3,1,SAEJ1772,7,2,Tesla D,11.5,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
1214,2026,Volvo Suecia Car Morelos,"Iguala 30, Vista Hermosa, 62290 Cuernavaca, Mor.",62290,Cuernavaca,Morelos,sin dato,18.9334145,-99.2231357,2,2,SAE J1772,7,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
1215,2026,"(Nissan) Cuernavaca,Parque Acapatzingo","13 Av. Atlacomulco No., Cuernavaca, MO, 62448",62448,Cuernavaca,Morelos,sin dato,18.919119,-99.2262982,1,1,SAE J1772,7,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
1216,2026,ChargeNow Walmart Interlomas,"Boulevard Magnocentronumero 35; Huixquilucan, , EM, 62786",62786,San Antonio Chiverias,Morelos,sin dato,19.4055304,-99.2747491,1,1,SAEJ1772,7,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
1217,2026,Nissan Cuernavaca Agricola,"35 Av. Morelos Sur N., Cuernavaca, MO, 62076",62076,Cuernavaca,Morelos,sin dato,18.890405,-99.2284625,1,1,SAEJ1772,7,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
1218,2026,Fiesta Inn Tepic,"Blvd. Luis Donaldo Colosio 580 Benito Juarez Ote., Subcentro Urbano",63175,Tepic,Nayarit,52 311 129 5950,21.4919223,-104.8657743,3,3,Tesla D,18,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
1219,2026,Four Seasons Resort Punta Mita,Punta Mita Bahia de Banderas,63734,Bahia de Banderas,Nayarit,52 329 291 6000,20.7710362,-105.5305584,3,3,Tesla D,30,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
1220,2026,St. Regis Punta Mita,"The St. Regis Punta Mita Resort Lote H4 Condominio Maestro Ramal, Carretera Federal 200 KM 19.5",63734,Bahia de Banderas,Nayarit,52 329 291 5800,20.7766423,-105.5066515,3,3,Tesla D,9,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
1221,2026,"Compostela, NYR",63718 Puerto Vallarta - Tepic,63700,Compostela,Nayarit,01 800 228 8145,21.1951505,-104.8863279,4,4,Tesla SC,150,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
1222,2026,St. Regis Punta Mita Resort,Unnamed Road 63727,63727,Corral del Risco,Nayarit,sin dato,20.7767016,-105.4653897,3,2,Tesla D,11.5,1,SAEJ1772,7,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
1223,2026,Agencia JAC,"De Los Insurgentes Pte. 1025, Las Brisas, 63117 Tepic, Nay., Mexico",63117,Tepic,Nayarit,sin dato,21.5199715,-104.9195238,2,2,SAEJ1772,7,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
1224,2026,Alamar Vallarta,"KM 2.6 Carretera a Punta de Mita, Punta Mita, Nayarit, Mexico, 63732",63732,Bahia de Banderas,Nayarit,sin dato,20.7607998,-105.3482812,2,2,Tesla D,11.5,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
1225,2026,Botanero El Paraiso,"Av Mexico Nte 4930, Jardines del Valle Amp 3ra Secc, 63035 Tepic, Nay., Mexico",63035,Tepic,Nayarit,sin dato,21.5352513,-104.8723321,1,1,SAEJ1772,7,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
1226,2026,Grupo Bazem,"Puente Rio Compostela S/N, 63700 Compostela, Nay., Mexico",63700,Compostela,Nayarit,52 800 228 8145,21.2414382,-104.9094422,4,4,Tesla D,11.5,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
